40	45	1.5
40	46	2.5
41	42	2
41	43	1
41	44	2
41	45	0.5
41	46	2
41	109	2
42	44	1
42	46	1
42	63	1.5
42	91	1
42	96	0.5
42	109	1
43	45	2.5
43	46	1.5
44	46	1
44	104	1.5
44	105	1
44	109	2
44	110	2.5
44	111	2
45	46	1
46	109	1
47	49	0.5
47	52	2.5
47	56	1.5
47	57	2
47	58	1
47	59	2.5
47	60	2
47	61	2
47	79	1
47	93	1.5
47	94	1.5
47	103	1.5
47	106	2
47	107	1.5
48	50	1.5
48	51	0.5
48	53	2.5
48	54	2.5
49	50	2
49	51	2.5
49	52	2
49	53	2
49	55	2
49	103	0.5
49	105	0.5
49	107	1
49	108	1.5
50	51	2.5
50	53	2
50	54	1.5
50	55	2
51	52	1.5
51	53	2.5
51	54	0.5
51	55	2.5
52	55	1
52	103	1
52	106	1.5
52	107	1.5
52	108	1
53	54	2
53	55	2
56	57	1
56	58	2.5
56	59	1.5
56	60	2.5
56	61	1.5
56	79	1.5
56	93	2
56	94	2
57	58	1
57	59	2.5
57	60	1
57	61	2
57	64	1
57	65	2.5
57	79	1
57	80	2.5
57	93	1
57	106	1
58	59	2.5
58	60	2
58	61	1
58	79	1
58	93	1.5
58	94	1.5
59	60	2
59	61	2.5
59	79	1
59	93	1.5
59	94	1.5
60	61	2
60	79	2
60	93	2.5
60	94	2.5
61	65	1
61	79	1
61	80	1
61	93	1.5
61	94	1.5
62	63	0.5
62	64	2.5
62	66	1
62	67	2
62	68	0.5
62	71	1
62	72	2
62	77	1
62	78	1.5
62	80	1
62	87	0.5
62	90	1
62	97	1
63	64	1.5
63	66	0.5
63	69	0.5
63	70	2
63	71	1.5
63	78	2
63	80	1
63	87	1
63	90	1.5
63	91	2
63	95	1
63	96	2
63	97	1.5
63	98	1
63	100	1.5
63	101	2.5
63	102	1
64	65	2.5
64	67	2.5
64	70	1.5
64	71	1
64	77	1.5
64	78	1
64	79	2
64	80	0.5
64	92	1
64	95	0.5
64	96	1.5
64	101	2
64	106	2
65	72	1.5
65	79	2.5
65	80	2
65	92	1
65	99	1
65	106	2.5
66	68	2
66	69	2.5
66	71	1
66	72	2
66	78	1.5
66	80	1
66	87	1.5
66	90	1
66	95	2
66	97	2
66	98	1
66	100	1
66	102	1
67	68	1.5
67	76	1
67	77	1
67	90	1
67	97	2
68	69	0.5
68	71	1
68	72	1.5
68	78	0.5
68	80	0.5
68	87	0.5
68	97	1
69	72	0.5
69	95	2.5
69	97	0.5
69	98	1.5
69	99	1
69	100	2
69	101	2
69	102	1.5
70	71	1.5
70	76	2.5
70	78	1.5
70	80	1
70	95	1
70	96	2
70	101	2.5
70	123	2
71	76	1.5
71	78	2.5
71	80	0.5
71	87	1.5
71	90	2
71	95	0.5
71	96	1.5
71	97	2
71	101	2
72	78	0.5
72	79	2.5
72	80	2
72	87	0.5
72	93	0.5
72	94	1.5
72	97	1
72	99	1.5
73	74	2
73	75	2.5
73	77	2.5
73	84	1
74	75	1.5
74	77	2.5
74	82	0.5
74	83	1.5
74	84	2
75	77	2
75	84	0.5
76	78	1
76	90	1
76	97	2
76	123	1.5
77	84	1
78	80	0.5
78	87	2
78	90	2.5
78	95	0.5
78	96	1.5
78	97	2.5
78	101	2
79	93	1.5
79	94	1.5
79	99	2
79	106	2
80	96	1
80	101	1.5
81	82	2.5
81	83	1.5
81	84	1
81	88	2
81	89	2
81	112	0.5
82	83	2
82	84	1.5
82	86	0.5
82	88	2.5
82	89	2.5
83	84	2.5
83	85	1
83	86	2
83	87	1.5
83	88	1
83	89	1
84	85	1.5
84	86	1
85	86	1
85	91	2.5
85	92	1
85	98	2
86	87	2.5
86	88	1.5
86	98	2
87	88	1
87	90	1.5
87	96	0.5
87	97	1.5
87	101	0.5
88	89	2
88	112	1.5
90	96	1
90	97	2
90	101	1
91	92	2.5
91	96	1
92	99	2
92	101	1
92	106	2.5
93	94	2
93	99	2.5
94	99	1.5
95	96	1
95	98	1.5
95	99	1.5
95	100	2.5
95	101	2.5
95	102	2
96	97	1
96	101	2.5
97	101	1
98	100	2.5
98	102	2
99	100	1
99	101	2
99	102	0.5
100	101	2
100	102	2.5
101	102	1.5
103	105	1
103	106	1.5
103	107	2.5
103	108	2
104	105	2.5
104	108	1
104	109	1.5
104	110	2
104	111	1.5
105	107	1.5
105	108	2
105	109	1.5
105	110	2
105	111	2
106	107	0.5
106	108	0.5
107	108	2.5
108	110	0.5
108	111	0.5
109	110	2.5
109	111	2
110	111	2.5
112	120	2
112	122	1.5
112	125	2.5
113	114	2.5
113	116	1.5
113	117	0.5
113	118	2
113	121	1.5
113	122	1
113	123	2
113	126	0.5
114	116	2
114	117	0.5
114	118	2.5
114	121	1.5
114	122	1.5
114	123	2.5
114	126	0.5
115	117	1
115	119	2.5
115	121	0.5
115	124	2.5
115	126	1.5
116	117	2
116	118	2.5
116	121	2
116	122	0.5
116	123	1.5
116	126	1
117	118	1.5
117	119	1.5
117	121	1.5
117	124	1
117	126	2.5
118	121	2.5
118	122	1
118	123	2
118	126	1.5
119	121	1
119	124	2
119	126	2
120	122	2.5
120	125	2.5
121	124	0.5
121	126	2.5
122	123	1
122	125	2
124	126	1.5
