id,GM.25,GM.26,GM.27,GM.29,GM.30,GM.31,GM.33,GM.34,GM.37,GM.38,GM.39,LP.01,LP.02,LP.03,LP.04,LP.06,LP.07,LP.08,LP.09,PD.10,PD.11,PD.12,PD.13,PD.14,PD.15,PD.16,PD.21,PD.22,PD.23,PD.24,VD.51,VD.52,VD.53,VD.54,VD.55,VD.56,VD.57,VD.58
c156,23,8,4,1,17,12,4,17,3,5,2,0,0,3,3,0,8,2,8,2,8,1,0,2,0,1,12,8,2,0,16,7,0,33,0,7,0,9
c157,3,2,0,1,2,0,3,0,0,5,0,0,0,0,11,0,14,1,2,0,0,0,0,0,0,0,2,0,0,0,10,2,0,0,0,0,0,0
c158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
c159,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0
c160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c161,25,21,28,19,82,159,54,37,19,35,47,22,0,5,35,0,35,27,27,14,25,18,44,13,0,16,56,16,27,16,136,48,8,77,12,25,53,34
c162,8,12,15,10,25,70,15,25,6,8,10,0,0,5,39,0,13,8,23,5,11,14,0,8,137,20,35,21,2,14,73,21,0,18,4,21,40,14
c163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
c164,213,126,105,49,471,334,117,93,61,117,145,149,49,42,304,29,139,121,223,75,142,71,63,68,422,87,99,29,76,68,371,90,75,371,127,106,339,127
c165,10,12,3,6,16,27,7,14,3,9,5,3,0,21,0,0,5,2,20,0,3,6,0,1,0,1,6,6,0,1,14,10,1,24,2,8,19,13
c166,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,1,0,0,0,2,0,0,0,0,1,0,2,4,0,0,0,2,0,1
c167,48,14,24,2,82,28,33,13,5,11,17,0,0,4,14,0,17,13,74,13,19,27,0,4,0,2,42,6,36,12,62,29,8,55,22,20,0,42
c168,93,70,70,60,180,125,118,69,56,92,73,53,59,23,53,7,64,57,76,79,114,86,0,56,179,64,144,75,89,89,370,80,70,131,37,87,128,66
c169,7,4,6,3,10,2,4,7,3,3,0,1,0,0,3,0,2,1,10,2,7,0,0,2,0,0,2,1,0,10,13,5,0,0,0,5,0,4
c170,1,0,1,0,7,0,0,0,0,2,0,0,0,1,0,0,0,2,3,2,2,2,0,0,0,0,2,0,2,0,0,9,0,0,1,3,4,1
c171,11,1,1,0,12,15,2,2,1,0,3,0,0,1,0,0,8,2,8,3,9,8,0,1,0,0,2,0,0,4,22,4,0,15,2,3,0,1
c172,32,18,9,4,30,0,6,10,5,5,8,0,0,5,19,4,6,15,2,7,4,2,0,6,0,2,28,3,5,11,37,2,0,5,22,8,5,4
c173,11,6,3,9,21,0,7,2,2,3,3,0,0,4,1,8,0,3,6,2,0,0,0,1,0,4,2,0,4,0,12,2,0,1,3,6,0,4
c174,3,1,2,5,19,3,4,0,0,3,1,0,0,0,0,0,7,3,5,1,9,1,0,5,0,9,4,6,0,1,23,14,0,0,0,1,51,1
c175,2,2,2,0,5,0,3,1,4,0,0,0,0,0,3,0,2,9,6,0,14,6,0,0,0,1,13,1,2,5,45,8,0,0,0,2,20,6
c176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
c177,20,25,46,92,76,66,25,50,39,36,49,10,0,16,12,0,78,65,54,11,17,12,5,37,0,87,67,40,5,11,108,20,9,9,105,43,30,22
c178,4,0,1,0,7,0,1,4,0,0,0,0,0,0,6,0,2,0,5,0,2,4,0,0,0,0,0,0,2,5,29,3,0,0,0,0,21,0
c179,1,0,1,0,0,14,1,4,0,6,0,0,0,0,0,0,4,5,5,3,2,3,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0
c180,15,15,2,9,50,21,9,9,14,7,15,0,0,4,9,0,10,2,15,8,13,22,0,7,0,12,20,6,16,8,39,22,6,17,15,11,0,11
c181,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
c182,3,0,0,0,5,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,1
c183,0,0,0,1,2,0,1,1,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
c184,2,7,16,6,0,0,2,1,1,20,15,23,0,2,6,22,11,1,8,3,1,2,0,2,0,2,0,7,10,1,18,0,0,0,0,7,16,6
c185,36,28,19,14,62,77,22,17,14,32,30,28,0,11,19,0,33,30,33,6,26,14,0,18,0,4,20,10,22,16,71,12,20,61,5,25,18,27
c186,11,2,3,4,15,8,8,9,14,13,8,0,0,1,4,0,9,6,11,2,3,7,0,0,0,10,5,5,6,1,27,6,0,3,5,8,23,2
c187,35,12,5,2,43,0,15,2,5,5,14,22,61,5,15,0,16,9,11,4,14,7,0,7,0,2,32,4,10,17,28,9,0,34,2,18,6,9
c188,7,2,2,1,14,0,2,6,0,6,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,8,0,2,4,9,7,0,19,0,1,0,1
c189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
c191,1,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0
c192,18,13,17,17,17,20,13,17,11,17,11,3,0,10,11,10,6,14,19,5,7,6,0,11,0,12,19,1,7,1,65,12,0,24,0,7,11,13
c193,10,12,4,1,2,0,6,3,3,8,0,0,0,2,1,0,10,7,8,6,32,5,0,5,0,2,10,0,1,1,45,9,0,17,0,3,14,12
c194,14,8,10,18,19,37,9,12,3,26,26,21,0,15,15,0,27,7,51,6,10,9,30,4,2,20,25,15,9,2,63,19,35,35,48,23,28,17
c195,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c196,272,172,165,109,432,318,209,156,108,185,166,99,0,55,100,0,155,141,195,91,182,74,0,69,0,113,209,105,122,90,640,197,78,248,130,141,112,178
c197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c198,104,99,132,92,298,215,174,112,72,100,124,19,71,36,116,18,102,40,71,81,89,130,41,65,39,64,123,77,112,71,406,96,7,211,97,73,129,83
c199,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2
c200,2,3,1,1,5,0,0,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,2
c201,19,5,14,14,23,4,6,18,9,9,10,0,0,6,3,0,7,5,10,6,13,5,0,3,0,2,9,1,7,4,34,12,0,33,0,8,14,7
c202,32,14,8,1,97,0,10,13,5,14,13,41,0,6,6,16,18,10,43,8,47,20,0,28,0,7,25,25,9,12,39,26,0,14,16,16,12,11
c203,5,3,0,3,4,0,2,2,0,0,3,0,0,0,0,0,1,1,1,2,8,0,0,1,0,0,11,4,0,6,2,5,0,1,0,1,0,0
c204,23,8,5,2,14,26,9,5,0,7,4,0,20,1,7,1,6,2,5,0,6,1,2,3,16,2,3,1,0,1,8,9,0,5,11,16,0,1
c205,25,19,32,30,115,55,58,67,13,53,63,0,0,8,19,0,59,19,93,13,25,31,0,22,0,23,46,46,24,17,143,52,4,52,41,33,83,71
c206,48,31,50,45,104,34,55,56,14,62,70,41,0,23,30,20,89,48,131,10,23,11,0,31,0,64,48,32,25,24,145,32,36,44,91,75,94,48
c207,7,5,0,0,18,8,2,4,0,6,1,0,0,0,0,5,3,2,6,2,4,3,0,1,0,0,0,3,0,0,14,4,0,35,16,5,0,14
c208,17,1,6,1,21,0,4,1,2,3,2,0,0,2,0,0,0,1,6,0,5,6,0,1,0,4,24,4,5,5,24,12,6,44,0,15,9,14
c209,1,3,3,3,8,2,0,1,0,2,5,0,0,0,0,0,6,1,1,1,2,1,0,3,0,0,0,2,0,8,1,2,0,11,0,0,0,0
c210,10,5,6,0,14,26,3,3,2,3,2,1,0,4,6,3,3,11,7,2,3,0,0,3,0,0,1,2,1,0,2,9,4,45,0,4,0,4
c211,34,47,35,19,59,57,77,42,22,45,39,6,0,16,20,7,36,29,34,21,50,44,0,18,0,29,56,22,51,55,183,49,15,71,15,23,48,41
c212,1,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4,0,0,3
c213,30,4,10,8,45,22,5,9,5,13,10,0,0,0,5,0,7,13,25,8,15,18,1,7,0,15,23,19,11,17,93,21,0,31,8,11,34,4
c214_fragment1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c214_fragment2,109,77,27,52,249,70,90,48,42,58,46,22,88,21,37,6,108,65,114,27,92,57,58,27,133,40,113,64,29,54,166,97,3,93,29,46,92,83
c215,3,5,8,1,12,0,0,5,2,1,6,0,0,0,0,0,2,3,7,0,5,10,0,0,0,3,0,1,0,3,6,2,0,0,0,7,0,2
c216,12,6,8,6,20,12,25,11,5,14,9,0,0,3,0,0,22,7,17,4,1,0,0,4,0,11,17,7,1,9,17,4,0,1,10,3,52,9
c217,1,8,51,0,0,0,8,18,2,6,59,7,0,9,0,68,10,3,16,8,3,6,0,1,0,9,1,6,10,5,1,0,0,0,4,23,26,2
c218,220,213,258,143,660,527,347,258,152,280,292,70,110,129,140,77,230,201,181,131,147,121,41,107,0,135,315,106,226,150,666,268,91,369,113,366,272,272
c219,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,3
c220,32,25,35,47,100,63,39,30,9,45,39,40,0,21,61,2,49,43,71,8,26,26,2,22,0,35,66,29,25,40,156,44,8,77,117,49,76,44
c221,16,7,16,4,49,0,10,7,3,12,11,0,0,7,5,7,9,9,14,12,2,10,0,7,0,8,10,5,7,17,64,16,0,28,9,16,0,7
c222,2,0,3,0,5,0,0,0,2,3,3,0,0,0,0,0,5,0,2,0,9,2,0,1,0,3,0,0,0,8,3,0,0,0,11,1,0,0
c223,3,3,0,0,4,0,4,1,0,2,3,0,0,2,22,0,3,3,2,0,2,0,0,0,0,0,0,3,0,0,3,1,0,0,0,8,0,0
c224,2,1,2,0,5,0,9,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
c225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c226,2,1,0,0,0,0,1,0,0,0,0,0,0,2,8,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,1
c227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c228,12,11,31,11,50,0,19,25,16,13,28,0,0,8,5,0,19,10,13,9,4,11,1,4,0,8,13,3,4,5,27,13,9,0,21,10,0,8
c229,6,0,0,0,7,4,1,2,0,4,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,1,0,3,0,0,2,3,0,3,10,1,0,3
c230,8,2,3,9,7,0,8,5,1,5,1,0,54,0,8,0,3,2,3,6,9,7,13,1,0,0,2,2,1,0,15,4,0,15,2,5,0,5
c231,1493,545,419,259,1625,875,743,584,203,526,288,301,337,131,394,62,421,701,504,186,603,686,66,395,154,310,738,301,245,348,3481,1357,422,2011,379,526,1406,903
c232,12,15,16,11,28,38,8,19,6,25,19,0,0,8,17,0,38,18,26,4,12,6,0,10,0,21,13,7,8,18,47,5,0,26,31,18,35,14
c233,6,1,0,2,5,0,3,8,0,3,0,0,0,0,3,0,0,2,4,0,0,3,0,1,0,2,6,2,0,5,11,3,0,25,1,4,0,1
c234,296,172,133,81,696,991,218,151,117,226,204,91,0,32,413,7,246,177,411,102,158,146,50,83,506,159,167,86,105,108,697,141,91,663,228,158,769,169
c235,7,1,4,0,9,8,3,0,0,3,0,0,0,0,0,0,6,2,4,1,4,5,0,3,0,0,8,0,0,0,9,4,0,6,0,2,0,3
c236,0,1,0,1,0,0,1,4,1,1,1,0,0,0,0,0,2,1,4,4,1,0,0,1,0,0,0,1,0,0,7,0,0,0,0,4,0,0
c237,3,2,3,9,16,0,5,1,3,1,11,0,0,13,0,0,8,1,5,4,11,0,0,1,0,0,7,0,6,0,26,6,0,3,2,4,14,8
c238,89,24,24,15,144,79,55,41,18,35,28,38,141,18,62,0,32,53,82,7,47,11,0,21,0,29,40,9,18,36,172,60,25,166,16,76,11,41
c239,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
c240,5371100,4348140,4755450,5867130,6174910,6340520,5927850,5615050,5154480,5486160,6378760,5661810,3846790,4624110,1859470,6260250,4942310,5430820,6819640,3989200,5515020,5082280,4299660,3103180,1052680,4927990,7226120,5625600,5437720,5973370,6707000,5224100,6090370,5938240,5169460,5044760,4352680,5003910
c241,483,758,734,1043,1400,730,1059,641,484,725,632,266,193,252,804,98,1007,610,867,938,978,1568,475,651,684,1418,1603,695,1612,686,2736,672,90,754,292,462,1249,428
c242,265,352,235,265,606,511,374,274,181,252,245,91,20,45,174,30,269,153,200,230,311,265,204,147,103,216,385,165,269,183,1064,227,18,372,174,256,478,233
c243,2,4,3,1,8,8,6,8,3,6,9,1,0,3,4,6,13,3,14,1,2,5,0,5,0,3,2,3,9,0,22,6,0,8,6,11,13,3
c244,6,0,0,1,5,0,1,6,0,1,0,0,0,9,0,0,4,1,2,0,4,0,0,2,1,0,3,0,3,0,6,1,20,26,0,0,0,9
c245_fragment1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c245_fragment2,13,7,24,4,42,38,31,5,9,9,11,0,0,21,30,2,18,9,18,4,9,6,0,7,0,4,17,17,21,25,52,9,0,46,0,12,0,20
c246,15,7,17,12,50,17,12,14,8,13,23,13,78,18,0,0,15,18,26,15,20,13,0,13,0,23,47,0,11,14,72,26,0,50,0,13,71,11
c247,28,21,25,7,38,55,22,21,9,16,18,18,2,6,46,0,22,7,23,8,15,18,84,19,45,3,11,14,25,9,77,35,0,32,25,33,11,22
c248,3,1,0,0,0,0,1,3,2,3,3,0,0,0,0,0,1,1,1,0,0,1,0,2,0,2,2,0,0,1,4,4,0,0,0,6,0,3
c249,33,27,29,8,87,30,54,25,15,23,26,5,0,12,2,0,23,15,30,17,20,16,0,11,0,23,38,17,31,33,85,34,31,21,9,29,22,26
c250,38,21,17,12,79,26,33,7,5,24,17,0,0,9,42,0,19,7,20,12,21,12,0,11,0,11,21,4,30,16,69,16,13,45,0,8,11,20
c251,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,2
c252,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,1,1,1,1,4,0,0,0,0,3,0,2,0,4,0,0,2,0,0,3,1
c253,100,56,37,22,317,201,107,84,52,89,113,50,13,42,40,4,55,62,96,44,80,33,0,49,0,60,118,52,59,77,247,98,15,215,131,99,29,103
c254,195,116,134,56,708,276,165,122,53,143,77,41,0,38,142,38,95,160,365,23,130,95,0,132,0,139,233,170,51,56,288,187,73,180,52,114,209,159
c255,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,3,0,0,0,0,0,1,5,1,0,0,0,3,0,1
c256,9,5,6,0,23,45,3,10,16,9,14,0,0,5,7,9,15,5,5,5,4,10,0,8,0,6,12,4,10,1,45,11,0,14,0,6,0,8
c257,11,0,6,6,32,8,9,9,7,9,7,0,0,4,13,0,10,7,5,3,5,8,19,4,0,9,11,15,10,6,37,13,0,6,0,7,2,10
c258,31,22,11,13,75,18,23,21,12,21,5,15,0,13,17,0,22,22,22,2,21,18,0,8,1,7,32,26,8,5,90,24,7,30,7,26,23,11
c259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c260,18,11,17,3,57,32,8,5,8,14,12,0,0,3,0,0,13,5,16,5,14,29,0,9,0,9,8,8,12,21,22,17,32,16,36,8,0,8
c261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
c262_fragment2,2,3,11,0,3,30,3,3,0,2,1,0,0,4,2,0,1,2,8,2,0,0,0,1,0,1,0,3,2,0,4,1,0,20,0,6,0,1
c263,0,1,0,0,0,12,0,0,0,1,2,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,0,1,0,0
c264,5,4,6,4,3,0,7,4,3,4,1,0,0,1,7,0,5,9,2,2,5,0,0,2,0,1,1,8,4,0,10,5,0,5,10,3,0,5
c265,4,1,3,4,10,23,3,4,0,3,0,0,0,5,2,0,3,1,11,1,5,2,0,1,0,2,0,0,3,0,4,4,11,10,0,8,14,1
c266,6,3,3,7,19,1,7,20,15,5,18,9,0,8,10,0,24,6,23,0,7,0,0,3,0,9,13,6,8,1,7,5,4,0,10,3,47,0
c267,2,5,9,0,17,0,5,0,0,3,4,0,0,0,0,0,4,2,2,0,0,6,0,5,0,11,0,4,0,2,20,4,0,0,2,2,0,0
c268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
c269,81,62,67,21,327,85,83,78,31,71,22,10,29,34,53,19,53,68,122,15,46,54,0,30,0,48,104,61,17,50,310,70,6,200,39,65,224,53
c270,43,18,10,14,62,123,10,12,5,19,8,3,0,6,7,5,12,17,17,7,18,27,0,9,0,19,16,25,13,18,62,25,14,29,32,20,74,18
c271,3,2,7,4,50,0,19,3,3,5,11,17,0,1,23,0,9,5,1,6,11,0,0,3,0,2,1,0,5,10,43,7,0,39,11,8,7,11
c272_fragment1,3,2,3,6,8,0,9,4,8,3,2,0,0,4,0,0,2,8,3,2,4,1,0,1,0,2,6,0,8,0,0,7,10,8,0,7,0,1
c272_fragment2,20,13,1,4,49,0,11,13,0,12,8,0,0,16,0,0,12,12,6,4,2,10,0,1,0,0,13,8,7,7,26,7,0,0,41,6,0,17
c273,2,5,3,6,14,0,7,2,4,1,6,0,0,0,0,0,2,0,2,5,2,0,0,3,0,13,12,0,1,2,8,4,0,16,0,2,0,2
c274,12,5,9,0,37,0,12,5,3,4,3,0,0,5,6,0,5,10,13,1,14,8,0,1,0,2,5,5,3,0,35,10,0,13,7,4,11,8
c275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4
c276,31,16,21,16,96,84,22,12,15,21,19,13,24,12,37,4,23,27,19,27,26,26,17,15,0,12,36,6,48,22,89,30,14,9,4,11,61,23
c277,0,13,18,39,33,0,13,13,17,5,15,21,0,13,3,4,39,6,6,13,10,0,11,6,0,33,22,19,1,1,11,2,0,0,66,5,30,4
c278,1,4,2,2,13,14,6,8,0,0,2,0,0,1,0,12,3,2,3,2,7,4,0,2,0,11,4,3,9,0,1,0,0,0,2,2,5,4
c279_fragment1,11,9,13,0,29,10,4,3,11,7,6,0,0,3,0,0,7,2,14,2,10,9,0,4,0,7,7,4,13,0,21,7,0,0,16,6,0,2
c279_fragment2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c280,2,23,55,94,76,59,18,101,36,30,57,106,0,41,17,6,168,47,43,9,20,2,77,21,0,113,106,53,2,24,93,6,7,16,160,35,357,6
c281,6,3,8,1,2,0,11,6,0,14,0,0,0,0,0,0,0,7,3,1,1,1,0,3,0,2,1,0,0,0,12,3,0,7,0,7,0,1
c282,2,5,0,1,5,0,0,2,2,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,86,0,4,0,3,0,9,0,0,7,3,1,0,2
c283,155,64,41,16,202,101,91,27,21,55,12,21,0,20,56,9,54,71,92,7,52,32,0,17,115,51,20,32,26,33,160,71,29,199,21,59,54,53
c284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c285,3,1,3,1,0,9,6,7,8,4,6,0,0,2,2,0,1,1,0,2,2,1,0,0,0,0,6,5,6,3,6,0,0,0,3,0,0,0
c286,2,0,3,0,6,0,0,4,2,4,1,0,0,2,0,0,0,1,4,3,1,1,0,6,0,3,1,0,0,0,10,2,0,17,0,1,0,3
c287,1,3,0,0,5,0,1,2,3,2,3,0,0,0,0,0,4,1,7,1,1,3,0,2,0,0,0,0,1,0,6,0,0,0,6,1,0,0
c288,257,188,173,67,630,360,268,308,29,201,111,57,149,96,114,34,219,84,361,39,149,78,0,148,0,104,85,71,35,54,423,238,93,434,66,224,387,104
c289,5,0,0,0,4,0,0,0,2,3,1,1,0,6,0,0,4,0,2,0,4,0,0,0,0,0,4,1,1,0,5,0,0,0,0,1,0,3
c290,28,29,12,8,30,45,21,23,15,15,24,9,45,12,3,24,12,25,49,9,11,4,0,4,0,12,28,11,1,8,27,22,0,20,28,19,0,19
c291,10,3,3,2,41,15,18,3,1,2,3,0,0,9,0,1,10,9,18,0,12,5,0,5,0,4,20,3,5,2,37,7,10,17,1,9,36,4
c292,2,8,17,13,24,36,11,19,6,22,19,22,0,9,2,0,33,5,41,4,6,5,0,5,0,15,20,4,16,0,22,6,0,51,37,19,23,5
c293,17,9,11,5,17,27,8,8,9,8,12,0,19,6,10,0,7,14,27,4,20,7,0,8,0,13,12,4,10,11,1,12,0,9,0,20,0,22
c294,12,6,10,6,23,5,16,7,4,10,4,0,0,1,1,0,5,7,3,6,6,8,0,2,0,1,7,1,0,11,22,5,0,22,22,12,3,3
c295,31,31,7,6,56,40,9,15,10,30,6,17,0,11,4,0,6,19,61,1,29,5,0,8,0,12,2,14,0,6,72,31,0,50,6,26,3,20
c296,4,3,2,0,5,0,1,8,0,1,0,0,0,1,12,0,0,2,5,0,5,1,0,0,0,0,3,4,3,0,4,1,0,4,0,7,0,6
c297,17,5,3,0,28,0,6,8,4,6,3,22,0,24,8,0,4,7,22,1,4,0,0,1,0,6,10,0,4,3,14,7,0,3,12,11,1,14
c298,7,2,1,0,19,0,2,0,1,8,1,0,0,5,0,0,2,8,8,1,1,1,0,2,0,1,0,0,0,2,16,3,0,0,7,6,4,0
c299,8,0,2,3,1,0,5,0,2,0,4,0,0,3,0,0,0,6,1,1,4,0,0,2,0,0,10,1,0,0,12,5,0,10,15,4,0,3
c300,55,16,34,30,85,32,39,32,18,33,42,25,63,19,1,13,29,38,48,8,19,21,35,22,1,36,53,19,17,12,89,38,19,58,41,41,23,31
c301,49,23,39,29,76,0,42,43,26,41,37,6,0,25,29,14,30,44,42,10,28,11,0,13,0,32,57,28,28,14,95,32,0,67,20,47,48,35
c302,2,2,0,0,11,0,3,1,0,2,1,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,2,0,5,1,0,0,0,0,0,0
c303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c304,12,11,15,6,34,28,13,25,10,28,11,21,0,5,10,15,34,17,45,7,7,15,0,5,0,20,33,11,9,2,74,15,11,52,13,21,51,9
c305,11,9,3,4,5,0,7,2,3,4,5,5,0,6,0,0,4,4,10,0,3,2,0,0,0,9,2,5,1,7,16,6,0,6,0,6,0,4
c306,12,9,12,13,28,46,14,5,11,19,23,20,0,16,27,1,12,14,5,18,13,24,0,8,0,10,12,12,15,8,47,4,0,33,14,8,93,4
c307,13,6,17,4,31,10,9,7,11,14,3,17,0,17,0,7,15,14,13,10,25,17,0,11,0,11,17,15,11,13,69,8,19,25,7,3,19,15
c308,3,4,14,7,4,4,2,4,5,1,3,0,0,2,0,0,2,2,0,4,7,1,0,2,0,0,11,11,0,0,6,1,15,27,0,1,0,3
c309,65,25,21,16,149,44,23,39,21,30,5,18,0,2,23,0,22,61,54,3,33,19,0,13,0,21,33,6,12,17,104,33,21,99,3,24,5,45
c310,14,6,3,7,36,0,19,5,8,5,11,0,0,4,16,0,10,3,6,8,5,4,0,8,0,2,2,6,5,3,13,18,0,8,14,7,0,1
c311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c312,3,1,0,5,20,6,2,2,0,0,4,0,0,0,0,0,5,0,0,1,3,1,0,0,0,0,3,0,1,0,0,12,0,16,0,6,6,0
c313,3,2,8,10,8,0,2,0,0,3,1,0,0,0,0,0,2,2,3,3,1,4,0,2,0,0,8,2,3,1,0,2,0,8,0,4,0,0
c314,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,7,0,0,0,0,3,0,0
c315,5,2,0,0,7,0,3,0,0,0,0,0,0,0,0,1,0,1,3,2,2,0,0,0,0,3,0,0,0,3,1,1,0,0,0,0,0,1
c316,33,8,6,6,40,16,14,11,4,14,18,18,2,7,12,0,9,9,14,14,18,9,0,7,0,6,19,5,10,11,86,18,0,24,3,14,7,15
c317,48,23,21,20,102,0,25,26,24,21,27,0,0,4,27,0,30,35,47,13,17,13,0,6,0,31,63,16,27,23,119,41,39,130,20,37,60,31
c318,18,6,12,10,47,90,22,30,11,20,21,0,0,4,19,0,16,26,38,11,13,22,0,8,0,22,33,12,19,7,67,21,0,0,0,14,72,18
c319,5,2,4,2,0,1,3,1,1,2,0,5,0,0,0,0,1,1,7,0,0,3,0,0,0,2,0,4,0,0,2,1,0,0,0,1,0,0
c320,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
c321,2,2,1,1,0,23,0,0,0,2,1,0,0,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0
c322,7,0,2,4,3,65,4,0,0,1,3,0,0,0,0,0,2,1,3,2,2,1,0,1,0,0,0,0,1,0,1,0,0,0,9,5,0,0
c323,246,172,89,89,416,349,219,89,129,103,198,40,0,45,71,8,63,50,40,124,138,65,0,53,0,61,108,41,94,100,276,99,89,222,168,110,96,142
c324,10,4,1,0,16,0,6,4,1,0,4,0,0,3,3,0,5,1,6,3,2,0,0,7,0,0,6,2,3,0,7,6,0,7,4,1,0,7
